gat_kodas,tipas,pavadinimas,gyvenamoji_vietove._id
1420978,gatvė,Žiedo,94d4d0cb-e554-43a8-a0b4-02ff4c1f9e33
1420982,gatvė,Dvaro,94d4d0cb-e554-43a8-a0b4-02ff4c1f9e33
1420997,gatvė,Rūdelės,94d4d0cb-e554-43a8-a0b4-02ff4c1f9e33
1421003,gatvė,Sodo,0e8cc87c-297f-4f50-a566-28e34fcbfdf6
1421018,gatvė,Gėlynų,0e8cc87c-297f-4f50-a566-28e34fcbfdf6
1421022,gatvė,Žvėryno,0e8cc87c-297f-4f50-a566-28e34fcbfdf6
1421037,gatvė,Bokšto,0e8cc87c-297f-4f50-a566-28e34fcbfdf6
1421041,gatvė,Laukų,0e8cc87c-297f-4f50-a566-28e34fcbfdf6
1421056,gatvė,Kalnų,0e8cc87c-297f-4f50-a566-28e34fcbfdf6
1421075,gatvė,Beržų,0e8cc87c-297f-4f50-a566-28e34fcbfdf6
1421094,gatvė,Muitinės,0e8cc87c-297f-4f50-a566-28e34fcbfdf6
1421109,gatvė,Ramybės,9ca49fb9-1f4e-4bdb-8c4c-da70f604ec73
1421113,gatvė,Žygimanto,543aabd1-6c2e-4e20-bbe9-7b4b23ff3a48
1421128,gatvė,Šešupės,543aabd1-6c2e-4e20-bbe9-7b4b23ff3a48
1421132,gatvė,Ežero,f3f93a1c-26a9-4eb3-9b0a-3b0a905a21ef
1421147,gatvė,Kalno,f3f93a1c-26a9-4eb3-9b0a-3b0a905a21ef
1421151,gatvė,Trakėnų,350058c2-1b8f-4b14-815b-9cf000d5f120
1421166,gatvė,Laisvės,350058c2-1b8f-4b14-815b-9cf000d5f120
1421185,gatvė,Liepų,d5f77f69-2871-431e-963f-fae19cce00b2
1421204,gatvė,Mokyklos,d5f77f69-2871-431e-963f-fae19cce00b2
1421219,gatvė,Pievų,d5f77f69-2871-431e-963f-fae19cce00b2
1421223,gatvė,Gėlių,d5f77f69-2871-431e-963f-fae19cce00b2
1421238,gatvė,Užalkio,1da8a484-3e0b-439a-b5fb-c1f064c96fd2
1421242,gatvė,Miškų,29a7fef9-a52a-44da-83bb-4f3c8d173aab
1421257,gatvė,Tvenkinio,a5e1f084-58e3-490f-ae16-2b33e8d233cc
1421261,gatvė,Sausdravų,a5e1f084-58e3-490f-ae16-2b33e8d233cc
1421276,gatvė,Pušyno,a5e1f084-58e3-490f-ae16-2b33e8d233cc
1421295,gatvė,Tvenkinio,f9dffe30-f4a8-4a4b-a78a-7bb8ce12af72
1421314,gatvė,Sodų,f9dffe30-f4a8-4a4b-a78a-7bb8ce12af72
1421329,gatvė,Pamiškės,f9dffe30-f4a8-4a4b-a78a-7bb8ce12af72
1421333,gatvė,Pievų,f9dffe30-f4a8-4a4b-a78a-7bb8ce12af72
1421348,gatvė,Paparčių,4c6e59fa-ef85-4daa-bfef-0cf5a7ef3475
1421352,gatvė,Artojų,4c6e59fa-ef85-4daa-bfef-0cf5a7ef3475
1421367,gatvė,Draugystės,c35cad28-6df3-4c5e-b739-feb30e15b6ce
1421371,gatvė,Liepų,5e3db532-98bf-4c01-8715-842fcc3db4cb
1421386,gatvė,Kaštonų,5e3db532-98bf-4c01-8715-842fcc3db4cb
1421405,gatvė,Ąžuolų,e52ca065-ca51-49bd-97d6-3781e4166f2b
1421424,gatvė,Miško,c96d3f97-b377-42c5-80c9-b382627766a9
1421439,gatvė,Žviliūnų,c96d3f97-b377-42c5-80c9-b382627766a9
1421443,plentas,Kauno,b5a9d348-51b6-419f-bfb7-9659f4d15096
1421458,gatvė,Atmainų,81851f58-b01a-4cbb-be46-5d914403d917
1421462,gatvė,Daukšių,3e36e5fa-ef39-4c10-9da7-ea9c2dd8f4ef
1421477,gatvė,Dvaro,2bbb51bc-92c3-4d17-8135-69a1a31462cf
1421481,gatvė,Sodų,d4db641e-9069-467d-a30a-a3a3cccfe18e
1421496,gatvė,Uždvario,14555868-7f5d-4661-bb6a-705e90a0b3e7
1421515,gatvė,Ramioji,14555868-7f5d-4661-bb6a-705e90a0b3e7
1421534,gatvė,Alionių,32c32f09-42bf-41c3-9908-da3d2f86c7e2
1421549,gatvė,Mikailiškių,4cb5347c-c604-4de3-9a84-c6ab88fe68b2
1421553,gatvė,Laičių,4cb5347c-c604-4de3-9a84-c6ab88fe68b2
1421568,kelias,Molėtų,7c824bfa-faba-4361-87ad-bc83288ffdcf
1421572,kelias,Radvilonių,0c8a50c0-35c9-4a86-9217-0b809f4daa73
1421587,gatvė,Alyvų,212ed786-af95-44de-ae28-b753e9a41a4b
1421591,gatvė,Aušros,e1d71a02-6f74-44a2-a11b-a56f4c44e932
1421606,gatvė,Gojaus,2c12735c-8f78-4ca4-8f37-e914e58648e1
1421625,gatvė,Raižių,d64ead66-2581-43fc-8b5e-082d6725d5a4
1421644,gatvė,Žirgyno,d64ead66-2581-43fc-8b5e-082d6725d5a4
1421659,gatvė,Stakliškių,e913ddf7-c49f-4590-bc84-90987eac8e67
1421663,gatvė,Pivašiūnų,4b5e69d2-d1c9-4237-986e-18583af14500
1421678,gatvė,Vytauto,5b4c17e4-1e42-43c4-a432-18d770f2b378
1421682,gatvė,Beržų,5b4c17e4-1e42-43c4-a432-18d770f2b378
1421697,gatvė,Pienių,5b4c17e4-1e42-43c4-a432-18d770f2b378
1421701,gatvė,Pirmųjų Žuvintų,2cb2be36-9e40-4d1f-aebf-15fb78ce2faf
1421716,gatvė,Jaunystės,37886e19-8c18-4dcd-bf09-9c778201527e
1421735,gatvė,Upelio,37886e19-8c18-4dcd-bf09-9c778201527e
1421754,gatvė,Rūtų,37886e19-8c18-4dcd-bf09-9c778201527e
1421769,gatvė,Eglinės,aa8fd31d-1c36-43ab-a431-b78249387b53
1421773,gatvė,Pievų,aa8fd31d-1c36-43ab-a431-b78249387b53
1421788,gatvė,Panemunės,8c298a6d-df82-480d-9e73-48abc00d5469
1421792,gatvė,Ąžuolų,5cb99dae-c68d-4b26-aa10-e32d85636f5d
1421807,gatvė,Žalioji,2fb2da59-13b7-4fc3-bedc-8b6f1a4173fc
1421811,gatvė,Paplentės,04017b0d-5bbf-4c2a-a6f0-259acccb0f87
1421826,gatvė,Klevų,04017b0d-5bbf-4c2a-a6f0-259acccb0f87
1421845,gatvė,Lauko,04017b0d-5bbf-4c2a-a6f0-259acccb0f87
1421864,gatvė,Ežero,68f2ae09-5a68-4473-a4ce-1fb98aa82a46
1421879,gatvė,Tujų,0e01f2dd-46dd-499b-9fc0-549bfeeb6673
1421883,gatvė,Klevų,b45a3120-1aff-49ad-80e8-e946b8006516
1421898,gatvė,Liepų,7864631b-6b78-4280-a288-a13c150231f8
1421902,gatvė,Leipalingio,7864631b-6b78-4280-a288-a13c150231f8
1421917,gatvė,Laukų,7864631b-6b78-4280-a288-a13c150231f8
1421921,gatvė,Poilsiautojų,06b9eefe-3235-4ae9-8743-63bd73966b93
1421936,gatvė,Dusios,06b9eefe-3235-4ae9-8743-63bd73966b93
1421955,gatvė,Metelių,91da5bdb-020b-4c69-ad88-98a307a067d1
1421974,gatvė,Beržų,91da5bdb-020b-4c69-ad88-98a307a067d1
1421989,gatvė,Beržų,2f96781f-76a1-4f65-8e8b-78540faac1c6
1421993,gatvė,Adomo Šimkevičiaus,6f2126ac-7e5f-4aa9-809e-c2477ff15870
1422014,gatvė,Lakštingalų,d6b7259f-abff-452d-baa3-f08047a412a7
1422029,gatvė,Šilo,d6b7259f-abff-452d-baa3-f08047a412a7
1422033,gatvė,Vilties,d6b7259f-abff-452d-baa3-f08047a412a7
1422048,gatvė,Obelų,d6b7259f-abff-452d-baa3-f08047a412a7
1422052,takas,Žvejų,906e9346-e11f-4624-9969-465a46311199
1422067,gatvė,Chemikų,906e9346-e11f-4624-9969-465a46311199
1422071,gatvė,Vyturių,906e9346-e11f-4624-9969-465a46311199
1422086,takas,Rožių,906e9346-e11f-4624-9969-465a46311199
1422105,gatvė,Medikų,906e9346-e11f-4624-9969-465a46311199
1422124,gatvė,Melnytėlės,ee291b6f-3524-4fa1-96c1-1d73950cdb0b
1422139,gatvė,Žiedo,fec0a56f-cb7f-4870-bc30-3483d6b940ab
1422143,gatvė,Aviečių,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1422158,gatvė,Ąžuolo,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1422162,gatvė,Ievų,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1422177,gatvė,Lazdynų,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1422181,gatvė,Tvenkinio,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1422196,gatvė,Vynuogių,6c1c6fd8-9245-4965-9343-6d4dfa7049dc
1422215,takas,Kalnelio,f10d2339-6800-42df-9dc8-424d0f07b159
1422234,gatvė,Žalioji,f10d2339-6800-42df-9dc8-424d0f07b159
1422249,takas,Šernų,f10d2339-6800-42df-9dc8-424d0f07b159
1422253,takas,Bokšto,f10d2339-6800-42df-9dc8-424d0f07b159
1422268,gatvė,Dvaro,203331cc-479c-47fe-8a62-53350eacff09
1422272,gatvė,Barauskinės,a23b939d-a824-46ab-9f76-a8a5a5fd26d8
1422287,gatvė,Miško,3c77f08c-b82f-4a96-9833-91932fedae25
1422291,gatvė,Ragaišinės,3c77f08c-b82f-4a96-9833-91932fedae25
1422306,gatvė,Smėlio,185c55c4-49c2-4b5d-b0b0-6a634b44ca2c
1422325,gatvė,Žirgyno,185c55c4-49c2-4b5d-b0b0-6a634b44ca2c
1422344,gatvė,Tiesioji,007a012e-9953-4b16-87bc-a292bf3dba89
1422359,gatvė,Belevičių,138d873c-7ce8-4c91-ba03-e2a299f858e3
1422363,gatvė,Kauno,138d873c-7ce8-4c91-ba03-e2a299f858e3
1422378,gatvė,Pažėrų,138d873c-7ce8-4c91-ba03-e2a299f858e3
1422382,gatvė,Partizanų,138d873c-7ce8-4c91-ba03-e2a299f858e3
1422397,gatvė,Lizdeikių,f1459b03-dc68-4596-a2f7-60220a766a37
1422416,gatvė,Sodininkų,f1459b03-dc68-4596-a2f7-60220a766a37
1422435,gatvė,Gėlių,f1459b03-dc68-4596-a2f7-60220a766a37
1422454,gatvė,Sodininkų,e2b478f2-0be0-45a5-8dd1-bc173b4f58f7
1422469,gatvė,Tėviškės,31994193-fb6b-47dc-8af2-8ef32951b5a6
1422473,gatvė,Pievų,e9157999-a71c-48a2-a02a-6c9297d51958
1422488,gatvė,Vyšnelių 3-ioji,f565f5e5-7097-44cf-8fe9-34b2a5ec677e
1422492,gatvė,Vyšnelių 7-oji,f565f5e5-7097-44cf-8fe9-34b2a5ec677e
1422511,gatvė,Plačioji,3461e541-0527-458b-8aa7-0259b08dd10d
1422526,gatvė,Plačioji,a0a01bed-a364-43fa-80ca-5cd8deaf9260
1422545,gatvė,Plačioji,70d955dd-d3d1-485c-a9ab-4d5877cde223
1422564,gatvė,Europos Parko,a6c5010b-b3e6-4bcd-badc-a9843e0e7895
1422579,gatvė,Kisupės,3a3ace53-4f33-433b-9ef4-e94ee536907f
1422583,gatvė,Bebrų,3a3ace53-4f33-433b-9ef4-e94ee536907f
1422598,gatvė,Jurgio Arnašiaus,1d2821ab-93f4-4e5c-8e65-d93aca0a08e1
1422602,gatvė,Tuopų,0e938e28-78ae-4ea5-a71c-70c47ea37896
1422617,gatvė,Baltų,0e938e28-78ae-4ea5-a71c-70c47ea37896
1422621,gatvė,Sausmedžių,38b16c85-e6be-40cb-b5c6-ab388bd9b63b
1422636,gatvė,Gebenių,38b16c85-e6be-40cb-b5c6-ab388bd9b63b
1422655,gatvė,Maumedžių,38b16c85-e6be-40cb-b5c6-ab388bd9b63b
1422674,gatvė,Pušų,38b16c85-e6be-40cb-b5c6-ab388bd9b63b
1422689,gatvė,Užmiesčio,8fb3e00c-b30a-4535-ae9d-8455257a748c
1422693,gatvė,Vyturių,775f32d2-2ea6-44c3-9f75-3f74d7d5740e
1422708,gatvė,Rugiagėlių,595e37d0-f15e-4423-83f3-b7c5a96bb3af
1422712,gatvė,Klevų,6f80d07b-4c5d-45e2-b120-baa90aa5a678
1422727,gatvė,Koplyčios,6f80d07b-4c5d-45e2-b120-baa90aa5a678
1422731,gatvė,Didžiojo Akmens,ef9a0ec5-9d4f-4f34-b2d1-1229f73c6cd5
1422746,gatvė,Pokupio,ef9a0ec5-9d4f-4f34-b2d1-1229f73c6cd5
1422765,gatvė,Ateities,85757803-8a18-4f78-a6cf-2b86467a6ab4
1422784,gatvė,Raisto,85757803-8a18-4f78-a6cf-2b86467a6ab4
1422799,gatvė,Kaimynų,1441d97c-5179-40eb-a633-1ba827aceed8
1422803,gatvė,Durpyno,7e46b445-4a69-40a9-bd7a-4ff68a94df53
1422818,gatvė,Saulės Tako,7e46b445-4a69-40a9-bd7a-4ff68a94df53
1422822,gatvė,Pervaro,8a2953e0-ed98-4752-9c89-01f635de9b32
1422837,gatvė,Pilkalnio,b529acdf-0f2a-4765-93ae-c709d17aef3e
1422841,gatvė,Sedos,4c058323-b28f-4eac-b601-de0ab33b1dfc
1422856,gatvė,Ivoniškės,4c058323-b28f-4eac-b601-de0ab33b1dfc
1422875,gatvė,Ąžuolų,ec430935-cceb-43e6-b8a0-3ec9a4711aa6
1422894,gatvė,Ašoklio,d032a683-b29a-46f4-a6b1-1e5c3cc70834
1422909,gatvė,Mūšos,fa103267-f466-453c-95a2-66d2fc2e1daa
1422913,gatvė,Šiaurės,fa103267-f466-453c-95a2-66d2fc2e1daa
1422928,gatvė,Gėlių,fa103267-f466-453c-95a2-66d2fc2e1daa
1422932,gatvė,Žiedų,fa103267-f466-453c-95a2-66d2fc2e1daa
1422947,gatvė,Kazimiero Paltaroko,fa103267-f466-453c-95a2-66d2fc2e1daa
1422951,gatvė,Lauko,fa103267-f466-453c-95a2-66d2fc2e1daa
1422966,gatvė,Beržų,fa103267-f466-453c-95a2-66d2fc2e1daa
1422985,gatvė,Kalno,fa103267-f466-453c-95a2-66d2fc2e1daa
1423006,gatvė,Parko,fa103267-f466-453c-95a2-66d2fc2e1daa
1423025,gatvė,Parko,c2310180-a7ea-47af-b5f2-8e9698d39377
1423044,gatvė,Šermukšnių,c2310180-a7ea-47af-b5f2-8e9698d39377
1423059,gatvė,Pušyno,c2310180-a7ea-47af-b5f2-8e9698d39377
1423063,gatvė,Beržų,c2310180-a7ea-47af-b5f2-8e9698d39377
1423078,gatvė,Ryto,c2310180-a7ea-47af-b5f2-8e9698d39377
1423082,gatvė,Tuopų,1761e5b0-07e1-4fe2-b1f5-2b32f4c74753
1423097,gatvė,Lėvens,2b2c4d85-f690-43ac-bbc5-b0c326de0efc
1423101,gatvė,Mūšos,af09c9eb-de0d-416e-beed-4eb49305085e
1423116,gatvė,Švobiškio,af09c9eb-de0d-416e-beed-4eb49305085e
1423135,gatvė,Darželio,af09c9eb-de0d-416e-beed-4eb49305085e
1423154,gatvė,Mokyklos,af09c9eb-de0d-416e-beed-4eb49305085e
1423169,gatvė,Mažupės,af09c9eb-de0d-416e-beed-4eb49305085e
1423173,gatvė,Sodų,af09c9eb-de0d-416e-beed-4eb49305085e
1423188,gatvė,Tuopų,28254d8a-8300-4aa2-ac05-6df6a8d52675
1423192,gatvė,Liepų,b386eafe-1df0-4df4-b21a-e68f8456241e
1423207,gatvė,Tėviškės,53b6ba0d-6bcb-49c5-8ba9-0272cbff92ce
1423211,gatvė,Vėjų,53b6ba0d-6bcb-49c5-8ba9-0272cbff92ce
1423226,gatvė,Dvaro,53b6ba0d-6bcb-49c5-8ba9-0272cbff92ce
1423245,gatvė,Krašto,53b6ba0d-6bcb-49c5-8ba9-0272cbff92ce
1423264,gatvė,Pievų,53b6ba0d-6bcb-49c5-8ba9-0272cbff92ce
1423279,gatvė,Joniškėlio,53b6ba0d-6bcb-49c5-8ba9-0272cbff92ce
1423283,gatvė,Veretos,b529acdf-0f2a-4765-93ae-c709d17aef3e
1423298,gatvė,Alksnių,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423302,gatvė,Gandrų,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423317,gatvė,Vėjo,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423321,gatvė,Kiaunių,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423336,gatvė,Krašto,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423355,gatvė,Pienių,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423374,gatvė,Garnių,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423389,gatvė,Balandžių,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423393,gatvė,Bijūnų,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423408,gatvė,Jurginų,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423412,gatvė,Išilginė,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423427,gatvė,Saulės,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423431,gatvė,Palmių,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423446,gatvė,Kranto,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423465,gatvė,Gretutinė,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423484,gatvė,Trumpoji,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423499,gatvė,Kielių,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423503,gatvė,Ilgoji,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423518,gatvė,Kaimo,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423522,gatvė,Šviesos,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423537,gatvė,Užutėkio,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423541,gatvė,Pūkų,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423556,gatvė,Dzūkų,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423575,gatvė,Kirų,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423594,gatvė,Eglučių,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423609,gatvė,Burių,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423613,gatvė,Žiogų,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423628,gatvė,Čiobrelių,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423632,gatvė,Kuosų,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423647,gatvė,Laužų,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423651,gatvė,Vakaro,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423666,gatvė,Senjorų,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423685,gatvė,Svencelės,d5e0595c-1e53-47e1-afa6-971bae8702a8
1423704,gatvė,Liepų,a0149733-d790-441a-a67a-566cd2a8c185
1423719,gatvė,Geležinkelio,17896b29-6af8-4488-8e40-73bb1bb6d263
1423723,gatvė,Gėlių,81b8a61a-4c91-47b4-bf51-69fe2463d157
1423738,gatvė,Lakštingalų,81b8a61a-4c91-47b4-bf51-69fe2463d157
1423742,gatvė,Jaunimo,d9e3b200-7ff7-4453-a71f-4ee2f6ccd6aa
1423757,gatvė,Liepų,d9e3b200-7ff7-4453-a71f-4ee2f6ccd6aa
1423761,gatvė,Geležinkelio,d9e3b200-7ff7-4453-a71f-4ee2f6ccd6aa
1423776,gatvė,Jašiūnų,65a2a769-beae-498b-bf95-f834f2a44f18
1423795,gatvė,Zakariškių,65a2a769-beae-498b-bf95-f834f2a44f18
1423814,gatvė,Taikos,65a2a769-beae-498b-bf95-f834f2a44f18
1423829,gatvė,Eglinės,65a2a769-beae-498b-bf95-f834f2a44f18
1423833,gatvė,Linksmoji,65a2a769-beae-498b-bf95-f834f2a44f18
1423848,gatvė,Lauko,65a2a769-beae-498b-bf95-f834f2a44f18
1423852,gatvė,Kalno,ad2dc677-bb43-4b80-b2c9-4d47d2d5a858
1423867,gatvė,Akmenų,ad2dc677-bb43-4b80-b2c9-4d47d2d5a858
1423871,gatvė,Krantinės,6e28b8ad-2ea6-4925-b448-84b0fd633a49
1423886,gatvė,Pušų,c9957bbd-fa9e-4d4a-be3e-40a6a055a954
1423905,gatvė,Paupio,c9957bbd-fa9e-4d4a-be3e-40a6a055a954
1423924,gatvė,Merkio,c9957bbd-fa9e-4d4a-be3e-40a6a055a954
1423943,gatvė,Miško,3528de67-c157-4896-a493-3e4f05c98c00
1423958,gatvė,Rudnios,7c1d267e-33ab-44bd-bd62-3dbe2e680da9
1423962,gatvė,Tylioji,7c1d267e-33ab-44bd-bd62-3dbe2e680da9
1423977,gatvė,Liepų,3cd829b4-4544-4dfa-a9f2-a374552a014d
1423981,gatvė,Šalčininkų,3cd829b4-4544-4dfa-a9f2-a374552a014d
1423996,gatvė,Sodų 2-oji,239519e8-b9c5-449a-a73e-155f319ba659
1424002,gatvė,Pašalčies,239519e8-b9c5-449a-a73e-155f319ba659
1424017,gatvė,Sodų 5-oji,239519e8-b9c5-449a-a73e-155f319ba659
1424021,gatvė,Sodų 1-oji,239519e8-b9c5-449a-a73e-155f319ba659
1424036,gatvė,Sodų 4-oji,239519e8-b9c5-449a-a73e-155f319ba659
1424055,gatvė,Lauko,5cc43d4e-0817-4186-a3e2-42eebbb876ff
1424074,gatvė,Dainavos,5cc43d4e-0817-4186-a3e2-42eebbb876ff
1424089,gatvė,Pušų,afaaa300-54e6-43d4-9600-731725b2f21d
1424093,gatvė,Centrinė,afaaa300-54e6-43d4-9600-731725b2f21d
1424108,gatvė,Šalčininkų,dfc7336f-b6b9-413a-845d-57b4932cddf0
1424112,gatvė,Mažųjų Sėlų,dfc7336f-b6b9-413a-845d-57b4932cddf0
1424127,gatvė,Saulutės,c15f2827-db93-49eb-855f-7006306e4d60
1424131,gatvė,Vilniaus,c15f2827-db93-49eb-855f-7006306e4d60
1424146,gatvė,Žalioji,c15f2827-db93-49eb-855f-7006306e4d60
1424165,gatvė,Lydos,0edc251b-78f1-41a2-8d98-7f18e59ea31d
1424184,gatvė,Užupio,0edc251b-78f1-41a2-8d98-7f18e59ea31d
1424199,gatvė,Naujakiemio,8ab02f1a-b9c6-4693-807f-b282a7199128
1424203,gatvė,Jackonių,4a02fbe7-18f8-43d3-b007-0a50f917eda2
1424218,gatvė,Lauko,09d26a01-625a-4817-944c-a1840afd66bd
1424222,gatvė,Vyšnių,09d26a01-625a-4817-944c-a1840afd66bd
1424237,gatvė,Vilniaus,09d26a01-625a-4817-944c-a1840afd66bd
1424241,gatvė,Tylioji,0ffcb02e-9492-46ca-800c-872b82663682
1424256,gatvė,Barkūniškio,80e21880-7496-4488-b690-1233c51d6878
1424275,gatvė,Deveikiškių,09547992-530d-4c9f-af62-3f3304cf4e4a
1424294,gatvė,Jaugilių,f4f3d99d-4930-4894-883f-86f300750aa9
1424309,gatvė,Medininkų,3c29c3ec-3534-4efa-ada9-61156c7ad71d
1424313,gatvė,Milvydų,a51f8b7f-79b1-4b31-a829-7e1124b7b77b
1424328,gatvė,Pakarklių,87246b1b-6565-4e98-96d2-1f59292f31b1
1424332,gatvė,Šmotiškių,49a195d4-52fc-4575-ab5d-3a9c5c0d3307
1424347,gatvė,Daučiūnų,7a88f834-5755-4ed7-87a9-c187f52ee817
1424351,gatvė,Kalvelių,90b219a2-c72a-466d-855a-01b90152cc56
1424366,gatvė,Ūkininkų,bc41b970-5a03-42f3-8f66-6d5deab66998
1424385,gatvė,Vilties,84781b59-b243-40e4-b720-31e6cace327a
1424404,gatvė,Ragožiškių,84781b59-b243-40e4-b720-31e6cace327a
1424419,gatvė,Geležinkelio,b0680ae1-bb9e-4bfb-87bc-b70c74385e43
1424423,gatvė,Eglės,379a7687-336f-496f-8af8-e0998ade4dba
1424438,gatvė,Švendrės,22de269c-bc9e-48db-ac76-bb247c8a312a
1424442,gatvė,Joninių,22de269c-bc9e-48db-ac76-bb247c8a312a
1424457,takas,Serenčių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424461,takas,Jurginų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424476,takas,Slyvų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424495,takas,Radastų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424514,takas,Obelų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424529,takas,Kriaušių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424533,takas,Rožių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424548,takas,Bijūnų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424552,takas,Pušų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424567,takas,Ievų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424571,takas,Aguonų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424586,gatvė,Briedžių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424605,gatvė,Žiaukų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424624,takas,Aronijų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424639,gatvė,Miško,b0680ae1-bb9e-4bfb-87bc-b70c74385e43
1424643,gatvė,Sodų,b0680ae1-bb9e-4bfb-87bc-b70c74385e43
1424658,gatvė,Vyšnių,7f463be6-97ca-4f31-8690-3456833fce42
1424662,gatvė,Vinkšninių,25ac9b3a-3bcd-474a-a41e-e8c031b44d5b
1424677,gatvė,Plento,28a277d1-8d75-4a72-9c0b-f0b0cdb1f697
1424681,takas,Agrastų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424696,takas,Kiškių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424715,takas,Svarainių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424734,takas,Lapių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424749,takas,Varnėnų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424753,takas,Genių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424768,takas,Vynmedžių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424772,takas,Gegučių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424787,gatvė,Medetkų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424791,gatvė,Apynių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424806,gatvė,Žibuoklių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424825,gatvė,Nendrių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424844,gatvė,Liepų,6766277b-321b-4bee-8470-a6a1ee725b2d
1424859,gatvė,Čiobrelių,6766277b-321b-4bee-8470-a6a1ee725b2d
1424863,gatvė,Kurganavos,7455b161-137f-4b04-94bd-f96305ad2311
1424878,kelias,Senasis Vilniaus,972c9b25-77e8-4fe9-b1ec-80a6c208a4ae
1424882,gatvė,Keravos,5c0040f3-e82c-4dd5-b39a-a4897c1f8b1e
1424897,gatvė,Pienių,710802e7-b040-45c5-a4ac-86f74c9e4764
1424901,gatvė,Mokyklos,c2529493-f6c5-40b4-80e9-ed032c1ff165
1424916,gatvė,Lebedžių,c2529493-f6c5-40b4-80e9-ed032c1ff165
1424935,gatvė,Puluikių,eb3e6338-1610-4dc4-b0ef-4f2ed01298f0
1424954,gatvė,Daupelių,eb3e6338-1610-4dc4-b0ef-4f2ed01298f0
1424969,gatvė,Graumens,67d5fb8c-e818-44f7-be7a-eb50e2754792
1424973,gatvė,Trumpoji,67d5fb8c-e818-44f7-be7a-eb50e2754792
1424988,gatvė,Miško,67d5fb8c-e818-44f7-be7a-eb50e2754792
1424992,gatvė,Ūtos,67d5fb8c-e818-44f7-be7a-eb50e2754792
1425009,gatvė,Paparčių,2ea5f38f-9432-41f9-8fca-13807bbad72c
1425013,gatvė,Šalpusnių,2ea5f38f-9432-41f9-8fca-13807bbad72c
1425028,gatvė,Verdainės,2ea5f38f-9432-41f9-8fca-13807bbad72c
