gat_kodas,tipas,pavadinimas,gyvenamoji_vietove._id
1142966,gatvė,Lapušiškės,229c602b-cb0a-45ec-818d-42432430d096
1143044,gatvė,Pramonės,7cbf14b7-d3f2-4740-b55d-bd2de5adce12
1143063,gatvė,Petro Paltaroko,5f7485c5-fe39-4cb2-a6e0-b76cca630dc1
1143173,gatvė,Saulėtekio,abc35a1a-5e61-46d6-b00c-dc8637c22765
1143226,gatvė,Aitvarų 1-oji,dc1544a4-c567-4892-878a-c334aa52bda2
1143245,gatvė,Skaisčio,acd775d5-d8cc-4b9f-92d2-9775c4e48a3b
1143264,gatvė,Gilušio,63a22f4e-fe92-4db8-a04d-720601d2a241
1143279,gatvė,Prienų,06a346c2-55a1-408c-b2b5-919cf2c0e12f
1143867,gatvė,Lėvens,5659612c-bb30-4d84-86be-c560f7531dfa
1144241,kelias,Visagino,9446eb6f-8129-4075-b6da-69497aafaa39
1144256,gatvė,Piliakalnio,697dd32e-3817-467b-9962-9983ebcfab3f
1144275,gatvė,Antano Žiaugros,697dd32e-3817-467b-9962-9983ebcfab3f
1144294,gatvė,Baltų,d68de5c3-fbf7-45ce-b222-58fbb3d7c93f
1144313,gatvė,Elektrinės,788a635f-9e3d-42f5-bab1-ceb3be8ca19c
1144404,gatvė,Saulės Vaikų,9fa6f43b-7be9-4879-8b0c-c4c3ea7490ad
1144567,gatvė,Petro Kriaučiūno,ec072760-d46f-46a8-8408-7240db94a988
1144662,gatvė,Molynės,aa6e006e-1cc0-4aaa-8696-9afba55cb062
1144969,gatvė,Beržų,0e2b9414-39af-445c-93ea-0da065d15e8a
1145032,gatvė,Ežero,d68de5c3-fbf7-45ce-b222-58fbb3d7c93f
1145047,gatvė,Igno Šlapelio,01529e40-2fb6-414d-8aa9-9fce25b6e394
1145066,gatvė,Kalno,6e47a2e4-59e4-465d-b2c2-b87759fe37dc
1145362,plentas,Marijampolės,19aa9c2d-4c7b-460a-b0db-12a88dda4870
1145377,gatvė,Žemaitės,acd775d5-d8cc-4b9f-92d2-9775c4e48a3b
1145396,gatvė,Žolynų,63a22f4e-fe92-4db8-a04d-720601d2a241
1145468,gatvė,Tilto,2ed7e29c-2f8b-46a2-a430-57b6a9960c73
1145491,gatvė,Kranto,3c9a2801-5f26-4bc0-9f11-997f1e7a1b00
1145506,gatvė,Ežero,7aba807f-3e93-40e2-937a-e9307dd3fa1a
1145525,gatvė,Pakalnės,11f0d71b-81e0-42a3-ab35-06d78ba86885
1145544,gatvė,Airėnų Sodų 4-oji,830a030e-996e-4d16-8cea-02fb0747bff5
1145563,gatvė,Airėnų Sodų 8-oji,830a030e-996e-4d16-8cea-02fb0747bff5
1145597,gatvė,Plento,623d2e41-b146-4c87-af2f-c0929a447297
1145711,gatvė,Vitoldo Stanevičiaus,7cb055ca-0c45-4acf-9eac-af20b9b95867
1145726,gatvė,Užupio,7cb055ca-0c45-4acf-9eac-af20b9b95867
1145779,gatvė,Beržų,16a1752d-3d1a-436e-a99a-c8a714f7136d
1145783,gatvė,Vilkės,16a1752d-3d1a-436e-a99a-c8a714f7136d
1145802,gatvė,Uosių,5672d700-7dc8-4b63-b0ad-ed8f685659ed
1145817,gatvė,Ateities,5672d700-7dc8-4b63-b0ad-ed8f685659ed
1145821,gatvė,Gėgės,ca1b53f8-a589-411b-9f52-115064855e0e
1145855,gatvė,Žirgupės,c14a5e0d-d03a-4c19-b128-c8036e6fc8e0
1146445,gatvė,Vienkiemių,f61a744c-d40e-46b9-8fd8-71183d1f1400
1146555,gatvė,Miško,229c602b-cb0a-45ec-818d-42432430d096
1146574,gatvė,Tvenkinio,2d237d78-c881-4315-9fdf-c23a4bb97e4f
1146589,gatvė,Gaidės,d68de5c3-fbf7-45ce-b222-58fbb3d7c93f
1146593,gatvė,Aukštaičių,d68de5c3-fbf7-45ce-b222-58fbb3d7c93f
1146608,gatvė,Kuršių,d68de5c3-fbf7-45ce-b222-58fbb3d7c93f
1146612,gatvė,Tvenkinio,d68de5c3-fbf7-45ce-b222-58fbb3d7c93f
1146627,gatvė,Sandėlių,7cbf14b7-d3f2-4740-b55d-bd2de5adce12
1146631,gatvė,Liaudėnų,6e47a2e4-59e4-465d-b2c2-b87759fe37dc
1146665,gatvė,Nendrių,6e47a2e4-59e4-465d-b2c2-b87759fe37dc
1146718,kelias,Dūkšto,f8f8c4c8-ad7b-47e5-b786-e45a582163dc
1146794,gatvė,Dvaro,5790666f-6972-4e66-80b6-65f36961a500
1146809,gatvė,Malūno,5790666f-6972-4e66-80b6-65f36961a500
1146813,gatvė,Velniakalnio,37b5c117-c7d4-45b9-b6dc-2818693d4df4
1146847,gatvė,Šilo,9fa6f43b-7be9-4879-8b0c-c4c3ea7490ad
1146851,gatvė,Slėnio,9fa6f43b-7be9-4879-8b0c-c4c3ea7490ad
1146919,gatvė,Šalavijų,af1fc28f-f421-4469-a14f-20f0b308eb57
1147126,gatvė,Giraičių,4b93f6ff-c86c-4607-add7-333d13c6d88c
1147221,gatvė,Lakštingalų,39621ce5-826e-4924-93cf-ff97cdb4441e
1147528,gatvė,Miško,2d237d78-c881-4315-9fdf-c23a4bb97e4f
1147532,gatvė,Šaltinio,2d237d78-c881-4315-9fdf-c23a4bb97e4f
1147547,kelias,Visagino,2d237d78-c881-4315-9fdf-c23a4bb97e4f
1147551,gatvė,Aušauto,d68de5c3-fbf7-45ce-b222-58fbb3d7c93f
1147566,gatvė,Šaltinio,d68de5c3-fbf7-45ce-b222-58fbb3d7c93f
1147604,gatvė,Tilžės,6e47a2e4-59e4-465d-b2c2-b87759fe37dc
1147619,gatvė,Mantvilų,e884d708-7964-4134-961f-e564b539ce78
1147623,gatvė,Elektrinės,e884d708-7964-4134-961f-e564b539ce78
1147638,gatvė,Grikiniškės,b3bba856-6ad9-4606-a830-0785912dbbc2
1147714,gatvė,Piliakalnio,a216ca54-8953-4cb9-adeb-63f033de0ef0
1147729,gatvė,Kamaties,cdf8f157-2893-4379-b483-624afe3b22d8
1147858,gatvė,Tatulos,d7d6b555-e675-4e83-98ec-0c3dc42513bd
1147862,gatvė,Žilvičių,e127e126-5c3e-43f6-b22f-7158ac44bef2
1147968,gatvė,Vištyčio,0fe2c021-6243-42e0-9856-1d18600b2a26
1147987,gatvė,Pievų,1f93ffed-5f91-4c3d-8602-e6fe4b792ebc
1148046,gatvė,Anupriškių,63a22f4e-fe92-4db8-a04d-720601d2a241
1148065,gatvė,Ežero,63a22f4e-fe92-4db8-a04d-720601d2a241
1148084,gatvė,Sodiečių 7-oji,9d99eadd-e68e-4c20-97e9-4b6787a2e3de
1148099,gatvė,Vilniaus,06a346c2-55a1-408c-b2b5-919cf2c0e12f
1148103,gatvė,Lankesos,c58ca243-c1fe-446a-aba9-618ce188f706
1148156,gatvė,Bakainių,8b3321a3-dcc2-4a26-b99c-0d7fd5547e62
1148175,gatvė,Peršėkės,6496ac71-ddf2-41cb-94ea-bd7484b9a048
1148194,gatvė,Airėnų Sodų 1-oji,830a030e-996e-4d16-8cea-02fb0747bff5
1148209,gatvė,Airėnų Sodų 2-oji,830a030e-996e-4d16-8cea-02fb0747bff5
1148213,gatvė,Medžiotojų,555c74c8-e277-4e92-83a4-4a8db98c8185
1148228,gatvė,Merkio,555c74c8-e277-4e92-83a4-4a8db98c8185
1148232,gatvė,Amatų,555c74c8-e277-4e92-83a4-4a8db98c8185
1148304,gatvė,Kalno,1c679088-c5e7-4375-801d-82339ebb818d
1148319,gatvė,Naujakurių,1ebfb05d-bfc9-4fff-b729-f86fab881155
1148323,gatvė,Kamanos,ba65819a-3bf4-4f9a-9f5e-e9656e2e5a3c
1148342,gatvė,Mokyklos,5ed06358-820d-4c5b-b56d-49cd58592084
1148357,gatvė,Miškonių,8ff30aa0-2d51-403c-84aa-070e492696df
1148361,gatvė,Paparčio,9d99eadd-e68e-4c20-97e9-4b6787a2e3de
1148414,gatvė,Vitoldo Stanevičiaus,8ac0a84a-1bad-44d4-9d76-cc0958bc072e
1148429,gatvė,Pasienio,ec072760-d46f-46a8-8408-7240db94a988
1148797,gatvė,Šlaito,3a7e05e0-9a94-49ed-93d9-3c9f9577f25b
1148816,gatvė,Gorpio,5659612c-bb30-4d84-86be-c560f7531dfa
1149004,gatvė,Gastomo,25954ec2-7722-4a72-a6e7-e6706356471c
1149076,gatvė,Pavasario,229c602b-cb0a-45ec-818d-42432430d096
1149095,gatvė,Rasos,229c602b-cb0a-45ec-818d-42432430d096
1149129,gatvė,Sodų,bc59fc16-754a-439f-918b-ce950d7592c1
1149133,kelias,Dūkšto,7cbf14b7-d3f2-4740-b55d-bd2de5adce12
1149148,gatvė,Dvarvietės,788a635f-9e3d-42f5-bab1-ceb3be8ca19c
1149171,gatvė,Elektrinės,7d540186-e9bb-4099-927f-729b2b12e252
1149186,gatvė,Serbiejiškės,3cf46144-fc30-44fa-9587-567d6bba9849
1149239,gatvė,Mūšos,a216ca54-8953-4cb9-adeb-63f033de0ef0
1149243,gatvė,Dvaro,6907f323-b715-443f-a74f-3367d3881d0a
1149296,gatvė,Panemunės,8d097e41-31c4-4028-93a3-184b8d6cbb29
1149459,gatvė,Ąžuolų,fe7d13dd-cfc2-4cbf-992e-5e9918e2e7c7
1149463,gatvė,Slėnio,fe7d13dd-cfc2-4cbf-992e-5e9918e2e7c7
1149478,gatvė,Iciūnų,67d53ae4-ac34-4ee4-a267-6fdfb4a483d6
1149554,gatvė,Kalno,0fe2c021-6243-42e0-9856-1d18600b2a26
1149611,gatvė,Sodiečių 5-oji,9d99eadd-e68e-4c20-97e9-4b6787a2e3de
1149683,gatvė,Pakruostės,039acebc-c352-4a85-b3c9-2304347813f0
1149918,gatvė,Elektrinės,b3bba856-6ad9-4606-a830-0785912dbbc2
1150171,gatvė,Kalno,11f0d71b-81e0-42a3-ab35-06d78ba86885
1150205,gatvė,Airėnų Sodų 5-oji,830a030e-996e-4d16-8cea-02fb0747bff5
1150243,gatvė,Alksnės,5ed06358-820d-4c5b-b56d-49cd58592084
1150296,gatvė,Kranto,79a1b2e4-4847-441c-b236-c940dc90fed6
1150334,gatvė,Tvenkinio,048f69a3-64b2-48de-abad-0505ef7a1e75
1150349,gatvė,Jaurelių,0c81fffd-e9d7-4cbe-b4f5-12456142892f
1150353,gatvė,Uosių,0c81fffd-e9d7-4cbe-b4f5-12456142892f
1150368,gatvė,Lauko,0c81fffd-e9d7-4cbe-b4f5-12456142892f
1150391,gatvė,Žirgapievio,bb81d8ea-379e-4070-8a1a-307b355ed922
1150406,gatvė,Žaliakalnio,bb81d8ea-379e-4070-8a1a-307b355ed922
1150425,gatvė,Beržų,abc51f64-c334-4644-a0ca-56ba963727ae
1150463,gatvė,Upelio,7e9c4c53-50b9-41c2-a217-4ad99fa75bb4
1150478,gatvė,Akmenytės,7fd11141-f2a2-46f0-8e9f-a63ad60e4797
1150482,gatvė,Vėjo,26e7026b-3aa0-4f90-a0c2-c6a5321fde08
1150497,gatvė,Jovaro,e38a2d1e-748e-44c3-a1d6-cad9d84bbf13
1150501,gatvė,Kęstučio,f782a512-938d-4cb0-8c93-1462fb7e7e9a
1150516,takas,Ramunių,5cc88705-5cea-4bda-93b5-601bb2a98c4f
1150535,takas,Jurginų,5cc88705-5cea-4bda-93b5-601bb2a98c4f
1150554,takas,Rūtų,5cc88705-5cea-4bda-93b5-601bb2a98c4f
1150569,takas,Žibučių,5cc88705-5cea-4bda-93b5-601bb2a98c4f
1150573,skersgatvis,Kaštonų,d12c95e9-c452-4f06-a6c3-a06edd7c9b93
1150588,skersgatvis,Ežero,3e8474d6-662c-4353-a332-fc61be6ef6d4
1150607,gatvė,Balelių,b5da4639-09d1-4082-8d02-0422cbd2a46f
1150611,gatvė,Ąžuolo,af064e4f-d48f-4d96-b67b-b3fe9f442fa5
1150626,gatvė,Saulėtoji,239519e8-b9c5-449a-a73e-155f319ba659
1150645,gatvė,Vaškelių,ec0778bd-06c9-4a07-91ef-c97a79c52ce0
1150664,gatvė,Sodų,64514fda-f927-447d-9aae-16c4da9c4791
1150679,gatvė,Žalioji,35448639-6d42-4ec9-9e25-870e037ae802
1150683,gatvė,Versekos,7cb055ca-0c45-4acf-9eac-af20b9b95867
1150698,gatvė,Dvaro,e8b84e3f-9b67-4aef-b684-8742702d2169
1150702,gatvė,Alytaus,e8b84e3f-9b67-4aef-b684-8742702d2169
1150721,gatvė,Ežerėlio,6ae6126d-13c5-497d-9ad4-0c4fa72b0366
1150736,gatvė,Pakalnės,fd7564cd-1d62-48bc-8a41-530ca7b681a3
1150755,gatvė,Pušyno,8b60ffa7-1230-48e4-b9f9-42803daf9a9f
1150774,gatvė,Ramybės,8b60ffa7-1230-48e4-b9f9-42803daf9a9f
1150789,gatvė,Sodų,12d454d1-8b12-443d-9b31-be369fa70ee9
1150808,gatvė,Šviesioji,f6a653e7-1e76-48b6-84af-5d0ad698cb4b
1150812,gatvė,Kamanių,1eaa0706-24df-4ceb-b505-5ffbe83fe2e4
1150831,gatvė,Čiobiškio,6d65a98e-ca8f-4575-9ef8-cc39961f92a3
1150846,gatvė,Uvėdos,6d65a98e-ca8f-4575-9ef8-cc39961f92a3
1150865,gatvė,Laukų,86d9c26b-ed48-49ad-bf42-4b3cc2b756f8
1150899,gatvė,Miško,fa1e1d10-9c1f-4885-860f-7461cb75874d
1150903,gatvė,Žalioji,80880bc7-cf44-433b-838f-ad5798905e35
1150918,gatvė,Angelų,fa1e1d10-9c1f-4885-860f-7461cb75874d
1150922,gatvė,Klevų,af1fc28f-f421-4469-a14f-20f0b308eb57
1150937,gatvė,Guobų,af1fc28f-f421-4469-a14f-20f0b308eb57
1150941,gatvė,Šermukšnių,af1fc28f-f421-4469-a14f-20f0b308eb57
1150956,gatvė,Skroblų,af1fc28f-f421-4469-a14f-20f0b308eb57
1150975,gatvė,Liepų,af1fc28f-f421-4469-a14f-20f0b308eb57
1151421,gatvė,Sodiečių 3-ioji,9d99eadd-e68e-4c20-97e9-4b6787a2e3de
1151455,gatvė,Kalno,555c74c8-e277-4e92-83a4-4a8db98c8185
1151512,gatvė,Vasario 16-osios,3dec577f-3fdd-4c06-ba03-9e5c9a872032
1151527,gatvė,Malūno,83a25f5d-0dd0-465e-a3c7-581361a858e0
1151546,gatvė,Pasienio,f3b924bb-7870-4ea8-b50c-07d6d96de890
1151565,gatvė,Kaštonų,fd6d742f-1df9-4de3-82d2-dac0d42264df
1151599,gatvė,Tylioji,239519e8-b9c5-449a-a73e-155f319ba659
1151603,gatvė,Serbentų,239519e8-b9c5-449a-a73e-155f319ba659
1151618,gatvė,Alyvų,239519e8-b9c5-449a-a73e-155f319ba659
1151622,gatvė,Pušyno,239519e8-b9c5-449a-a73e-155f319ba659
1151637,gatvė,Trumpoji,239519e8-b9c5-449a-a73e-155f319ba659
1151641,gatvė,Saulėtoji,64514fda-f927-447d-9aae-16c4da9c4791
1151656,gatvė,Saulėtoji,35448639-6d42-4ec9-9e25-870e037ae802
1151675,gatvė,Versekos,707733bd-0809-45fe-b24d-7daa748ecd6e
1151694,gatvė,Pušyno,707733bd-0809-45fe-b24d-7daa748ecd6e
1151709,gatvė,Miško,54e4d898-40c7-4cc9-b8f2-62afa54faf0e
1151713,gatvė,Akacijų,48ba8213-f2ab-443e-b2ca-cb29ee89ca0b
1151766,gatvė,Šaltinio,1eaa0706-24df-4ceb-b505-5ffbe83fe2e4
1151785,gatvė,Žalioji,1eaa0706-24df-4ceb-b505-5ffbe83fe2e4
1151804,gatvė,Strėvos,1eaa0706-24df-4ceb-b505-5ffbe83fe2e4
1151819,gatvė,Papartėlių,6d65a98e-ca8f-4575-9ef8-cc39961f92a3
1151823,gatvė,Sungardų,2039eee6-70b2-433f-8ede-b9b394db4304
1151838,gatvė,Šamuko,fa1e1d10-9c1f-4885-860f-7461cb75874d
1151842,gatvė,Mokyklos,fa1e1d10-9c1f-4885-860f-7461cb75874d
1151857,gatvė,Mokyklos,80880bc7-cf44-433b-838f-ad5798905e35
1151861,gatvė,Serbentų,af1fc28f-f421-4469-a14f-20f0b308eb57
1151876,gatvė,Trešnių,af1fc28f-f421-4469-a14f-20f0b308eb57
1151895,gatvė,Kadagių,af1fc28f-f421-4469-a14f-20f0b308eb57
1151929,gatvė,Kaštonų,af1fc28f-f421-4469-a14f-20f0b308eb57
1151948,gatvė,Simno,af1fc28f-f421-4469-a14f-20f0b308eb57
1151967,gatvė,Sodų,4be6b040-ffcb-4eae-bd06-2b4df7dd6766
1151971,gatvė,Medžiotojų,fa8a258c-ae4e-4104-9ffc-c2572118d6e9
1151986,gatvė,Mokyklos,817e7ebd-4c27-4f3d-949b-59d176d48f65
1152007,gatvė,Mūšos,5e2cea62-9dc0-403a-9d24-b20e584d3f33
1152011,gatvė,Balandžių,af1fc28f-f421-4469-a14f-20f0b308eb57
1152026,gatvė,Kregždžių,af1fc28f-f421-4469-a14f-20f0b308eb57
1152045,gatvė,Varnėnų,af1fc28f-f421-4469-a14f-20f0b308eb57
1152064,gatvė,Dumsio,51e7a55f-c14c-4457-a641-a405f9a95d39
1152079,gatvė,Dūmės,b6e6fca7-efde-495c-b0fd-3c5b874a6e79
1152083,kelias,Šilėnų,134de871-86f9-42ff-8b20-2b8491c050a0
1152098,gatvė,Naujosios Rėvos,134de871-86f9-42ff-8b20-2b8491c050a0
1152102,gatvė,Naujosios Rėvos,d6d20b8e-649e-47dc-9c68-c569ac9a4898
1152117,gatvė,Ežero,e52171f5-f5f2-4146-84ad-06a7d0e5af0a
1152121,kelias,Kariotiškių,e52171f5-f5f2-4146-84ad-06a7d0e5af0a
1152155,gatvė,Gegužinio,acc4fd2f-9588-4bcc-89e3-184dca4d424b
1152174,gatvė,Kalno,9aaced19-7bef-4736-b609-98b4da8df0e2
1152189,gatvė,Žolynų,d5495e82-c372-485c-ab68-cc21edf2dbcd
1152193,gatvė,Laibenių,e9b633fc-bbe9-4e22-94cf-fa878a1e2542
1152208,gatvė,Karklės,c8eefa8c-1787-4618-a740-23986bf16d0c
1152212,gatvė,Eglių,3be869cb-7d18-43ac-8978-24bf474ad1fa
1152227,gatvė,Šventakiemio,868e9abd-a779-45bb-83f7-9e1742956777
1152231,akligatvis,Brolių,7da0e15a-3735-41c0-91b4-7d64baee15a3
1152246,gatvė,Stirnų,7da0e15a-3735-41c0-91b4-7d64baee15a3
1152265,gatvė,Gumbinės,a6f37d92-bde0-47fb-834b-2578c09c83a0
1152284,gatvė,Vytauto,8934e169-fada-4e81-8369-d8502ad9ef88
1152375,gatvė,Uogų,6e47a2e4-59e4-465d-b2c2-b87759fe37dc
1152451,gatvė,Nemuno,e2a7b98a-e21d-4303-8d55-5f908803346f
1152523,gatvė,Paupio,fe7d13dd-cfc2-4cbf-992e-5e9918e2e7c7
1152538,gatvė,Berčiūnų,d7d6b555-e675-4e83-98ec-0c3dc42513bd
1152557,gatvė,Žvejų,4d4a836b-332a-4b48-b0c5-ed4aa35bbfa2
1152561,gatvė,Šūrelio,f7d212af-4481-4505-a652-f96215648647
1152629,gatvė,Savivaldybių,0de66bc6-9ee3-4c4c-8738-de24a469ca98
1152648,gatvė,Senoji,a1cd2c88-de3d-4fc1-a7fd-9852ed57b216
1152652,gatvė,Bažnyčios,bc201d90-8ed1-4e31-ad8c-3ecdb7562ab2
1152705,gatvė,Lažų,3f437b22-9f32-44f5-9d56-cbfbf763c746
1152758,gatvė,Stirnų,555c74c8-e277-4e92-83a4-4a8db98c8185
1152762,gatvė,Paupio,555c74c8-e277-4e92-83a4-4a8db98c8185
1152777,gatvė,Sakalų,555c74c8-e277-4e92-83a4-4a8db98c8185
1152887,gatvė,Beržų,5ed06358-820d-4c5b-b56d-49cd58592084
1152891,gatvė,Suvalkiečių,79a1b2e4-4847-441c-b236-c940dc90fed6
1152906,gatvė,J. Breivos,048f69a3-64b2-48de-abad-0505ef7a1e75
1152925,gatvė,Raganių,79a1b2e4-4847-441c-b236-c940dc90fed6
1152944,gatvė,Zarasų,0c81fffd-e9d7-4cbe-b4f5-12456142892f
1152959,gatvė,Vėjų,bb81d8ea-379e-4070-8a1a-307b355ed922
1152963,gatvė,Klonių,bb81d8ea-379e-4070-8a1a-307b355ed922
1152978,gatvė,Vestuvių,abc51f64-c334-4644-a0ca-56ba963727ae
1152982,gatvė,Skardžiaus,bb81d8ea-379e-4070-8a1a-307b355ed922
1152997,gatvė,Šaltinio,94dcc51d-b0fe-40a4-ba86-a21c34e364ec
1153003,takas,Bijūnų,5cc88705-5cea-4bda-93b5-601bb2a98c4f
1153018,takas,Čiobrelių,5cc88705-5cea-4bda-93b5-601bb2a98c4f
1153041,gatvė,Lankų,f6a653e7-1e76-48b6-84af-5d0ad698cb4b
1153056,gatvė,Grigiškių,f6a653e7-1e76-48b6-84af-5d0ad698cb4b
1153075,gatvė,Selioviškių,f6a653e7-1e76-48b6-84af-5d0ad698cb4b
1153094,gatvė,Medžiotojų,48ba8213-f2ab-443e-b2ca-cb29ee89ca0b
1153113,gatvė,Tilto,2395f8d6-d4d7-48f4-b7ff-b3f6d9a1e85f
1153128,gatvė,Uosių,af1fc28f-f421-4469-a14f-20f0b308eb57
1153132,gatvė,Ąžuolų,70984274-e2ac-4d80-a8d9-bb83849b9b4c
1153151,gatvė,Kalno,5e2cea62-9dc0-403a-9d24-b20e584d3f33
1153166,plentas,Rykantų,e52171f5-f5f2-4146-84ad-06a7d0e5af0a
1153185,gatvė,Šilutės,915931d3-2d8d-4978-90d8-02d5f8374b9e
1153204,gatvė,Beržų,48c02de1-df38-4828-b2c1-0d193fc604bb
1153223,gatvė,Ąžuolo,ec5b5c7c-b151-45bf-a4dc-223e806e2a4d
1153238,gatvė,Liepų,ec5b5c7c-b151-45bf-a4dc-223e806e2a4d
1153242,gatvė,Vyšnių,ec5b5c7c-b151-45bf-a4dc-223e806e2a4d
1153257,gatvė,Malūno,72a92259-8ced-47ca-bc3b-b84701f97269
1153261,gatvė,Pasienio,60d69949-1dd6-4994-b468-c1e94a8f5cfb
1153276,gatvė,Pasienio,8926a806-e9a9-4780-b947-13cde0f0d578
1153295,gatvė,Aguonų,212ed786-af95-44de-ae28-b753e9a41a4b
1153314,kelias,Antano Smetonos,f46258ca-ea83-4ab4-917b-bd2c558a201d
1153329,gatvė,Pajiesio,19caa898-476a-4265-9d5a-292b566217c1
1153348,gatvė,Plento,eb25460b-4dd7-4181-a5c6-14e8bd0b5daf
1153352,gatvė,Plento,a4613981-2e81-4071-8026-7bb88eb89c9a
1153367,gatvė,Pašlavančio,94fd0e8b-6590-4980-80d2-2f1f0d445449
1153371,gatvė,Miško,507c34ec-bc86-4209-ada1-2c404ab151c8
1153386,gatvė,Saulės,836b10b5-58bd-4b19-abde-3b361c769286
1153405,gatvė,Meškinės,289123e5-3d5e-4c7e-bbb9-478d11e42946
1153424,gatvė,Sodybų,2f4ccc8e-2f07-4455-90b4-19823c26d5b6
1153439,gatvė,Miško,9241d786-5c7d-48f5-9166-33c59b4be43d
1153462,gatvė,Senvagės,6fd6cde0-89ce-4ad9-bb34-ea1c7b6c15b0
1153477,gatvė,Šakininkų,6fd6cde0-89ce-4ad9-bb34-ea1c7b6c15b0
1153481,gatvė,Rambyno,1f0411a7-6082-4c95-bde3-fc7502f40acb
1153515,gatvė,Gintaro,d248d12b-069e-47b5-a168-29fdaf5b3832
1153534,gatvė,Miško,ba9d4fc3-b98e-48e1-8b89-0490857e50d5
1153553,gatvė,Kelto,5da70f95-83c5-4bd8-af4f-55c9d445d98b
1153754,gatvė,Paįstrio,fc16f6a8-5acb-407e-a113-575e69d4fea4
1153883,gatvė,Rasos 6-oji,de0f3c2a-af40-44ca-9263-12c7931b427b
1153898,gatvė,Airėnų Žalčių,830a030e-996e-4d16-8cea-02fb0747bff5
1153902,gatvė,Lankos,937a41a2-eea9-4d4d-b0bc-beb4b9d3a7e4
1153921,gatvė,Priemiesčio,1c679088-c5e7-4375-801d-82339ebb818d
1153955,gatvė,Taujūnų,b2a5e7f9-9431-4c76-8760-d577bb103640
1153974,gatvė,Sodų,8ac0a84a-1bad-44d4-9d76-cc0958bc072e
1153989,gatvė,Plytkelio,79a1b2e4-4847-441c-b236-c940dc90fed6
1154014,gatvė,Raudesos,abc51f64-c334-4644-a0ca-56ba963727ae
1154033,gatvė,Vyšnių,7e9c4c53-50b9-41c2-a217-4ad99fa75bb4
1154048,gatvė,Akmenytės,326528e7-ac3d-4d76-8ac4-bfb37c641277
1154105,gatvė,Viršuliškių,817e7ebd-4c27-4f3d-949b-59d176d48f65
1154124,gatvė,Naujosios Rėvos,35f2c294-5aa1-407f-902a-2807efde153c
1154139,gatvė,Giraitės,a891960e-a821-4688-af2d-ac393c2bb5e8
1154158,gatvė,Gumbinės,74e447c7-89ca-4249-9c15-6e8400756804
1154162,gatvė,Tvankstos,915931d3-2d8d-4978-90d8-02d5f8374b9e
1154177,gatvė,Plento,4d20963f-e81f-49ff-9e8e-1cc78d23ec01
1154181,gatvė,Vyturių,a36a45a6-a953-478e-9f4a-9c049ce6c216
1154196,gatvė,Kalno,836b10b5-58bd-4b19-abde-3b361c769286
1154215,gatvė,Taikos,6d96e21f-3135-4fc8-9abe-9e0d59261d2f
1154249,gatvė,Tarandės,afd96231-6e8b-4fdd-8274-73ede353ef93
1154253,gatvė,Meškėnų,bbb51a1b-afae-4cfb-96dc-42968b85e910
1154268,gatvė,Medelyno,adaee86d-36c0-425e-ae54-755d303bd47a
1154287,gatvė,Bokšto,02ab49f5-5117-4d3a-8eae-81bf423a2a88
1154291,gatvė,Smilgų 1-oji,02ab49f5-5117-4d3a-8eae-81bf423a2a88
1154306,gatvė,Smilgų 2-oji,02ab49f5-5117-4d3a-8eae-81bf423a2a88
1154325,gatvė,Galinės Sodų 1-oji,dc1544a4-c567-4892-878a-c334aa52bda2
1154344,gatvė,Galinės Sodų 2-oji,dc1544a4-c567-4892-878a-c334aa52bda2
1154359,gatvė,Galinės Sodų 3-ioji,dc1544a4-c567-4892-878a-c334aa52bda2
1154363,gatvė,Galinės Sodų 4-oji,dc1544a4-c567-4892-878a-c334aa52bda2
1154378,gatvė,Galinės Sodų 5-oji,dc1544a4-c567-4892-878a-c334aa52bda2
1154382,gatvė,Galinės Sodų 11-oji,dc1544a4-c567-4892-878a-c334aa52bda2
1154397,gatvė,Galinės Sodų 13-oji,dc1544a4-c567-4892-878a-c334aa52bda2
1154416,gatvė,Šlakių,c85618b9-6bb2-4750-ba01-65064dd7d3d7
1154454,gatvė,Slavinčiškio,adaebf5a-51c6-435d-88c4-4da16d84dc21
1154469,gatvė,Gulbynės,097bbb03-f08e-4213-aa1d-b877ee3f4dde
1154473,gatvė,Šešuvos,097bbb03-f08e-4213-aa1d-b877ee3f4dde
1154488,gatvė,Rastinėnų,d6470076-79d9-449f-a8d3-f80046f1ebd1
1154492,gatvė,Rastinėnų,0f4affe5-cabd-4d55-b440-ba720d27637f
1154511,gatvė,Rastinėnų,986b1922-c769-45f3-9b51-755bb352eaeb
1154526,gatvė,Rastinėnų,77309ca5-cceb-4027-9cba-98cec54abd22
1154545,gatvė,Pušynėlio,cb498f21-12d9-4955-b578-2d8990c40e60
1154564,gatvė,Ąžuolų,d542fa0d-9b93-49ac-bf79-bacbd212fef8
1154579,gatvė,Verknės,8ebfb89b-7db1-449b-a022-e76194a2018f
1154583,gatvė,Baltiešos,3774b95e-5584-4208-96f5-e092b889d61d
1154598,gatvė,Baltiešos,a9f22847-f855-4026-830b-6e72ecc66894
1154602,gatvė,Prašiškių,8c00dea8-a073-4218-a726-75a16b978806
1154617,gatvė,Topolių,8cb0f592-8c96-442e-88a2-1777b21e9f6e
1154621,gatvė,Klėties,43202c3e-664d-4c64-891a-55d2b8560005
1154636,gatvė,Tilto,43202c3e-664d-4c64-891a-55d2b8560005
